한칸,l_type,교과목명,학점,교강사,요일/시간/(강의실)
,교양,분석기기의이해및실습,2,박재원,"월3,4,5,6(산학117)"
,교양,분석기기의이해및실습,2,박재원,"화3,4,5,6(산학117)"
,교양,불교문화론,3,박경식,"금2,3,4,5,6,7(인530)"
,교양,불확실성의미래보기,2,김홍겸,"수10,11,12,13(인000-09)"
,교양,불확실성의미래보기,2,김홍겸,"수19,20(인000-09)"
,교양,비전공자들을위한신경학(사이버),2,안승철,"수19,20(약학114-01)"
,교양,빛과문명,2,이명섭,"수13,14,15,16(1과317)"
,교양,사고와표현([외국어대학 1학년 전용강좌(타학년 제한없음 2차때 수강가능)]),3,강민정,"월10,11,12/수10,11,12(인426)"
,교양,사고와표현([외국어대학 1학년 전용강좌(타학년 제한없음 2차때 수강가능)]),3,안숙현,"월10,11,12/수10,11,12(인422)"
,교양,사고와표현([외국어대학 1학년 전용강좌(타학년 제한없음 2차때 수강가능)]),3,홍순창,"월10,11,12/수10,11,12(인521)"
,교양,사고와표현([외국어대학 1학년 전용강좌(타학년 제한없음 2차때 수강가능)]),3,배개화,"월10,11,12/수10,11,12(인323)"
,교양,사고와표현([외국어대학 1학년 전용강좌(타학년 제한없음 2차때 수강가능)]),3,박수빈,"월10,11,12/수10,11,12(인317)"
,교양,사고와표현([외국어대학 1학년 전용강좌(타학년 제한없음 2차때 수강가능)]),3,신정아,"월10,11,12/수10,11,12(인530)"
,교양,사고와표현([외국어대학 1학년 전용강좌(타학년 제한없음 2차때 수강가능)]),3,김인회,"월10,11,12/수10,11,12(인420)"
,교양,사고와표현([외국어대학 1학년 전용강좌(타학년 제한없음 2차때 수강가능)]),3,장유정,"월10,11,12/수10,11,12(인421)"
,교양,사고와표현([자연과학대학 1학년 전용강좌(타학년 제한없음 2차때 수강가능)]),3,강민정,"화15,16,17/목15,16,17(1과308)"
,교양,사고와표현([자연과학대학 1학년 전용강좌(타학년 제한없음 2차때 수강가능)]),3,안숙현,"화15,16,17/목15,16,17(1과317)"
,교양,사고와표현([자연과학대학 1학년 전용강좌(타학년 제한없음 2차때 수강가능)]),3,정윤자,"화15,16,17/목15,16,17(1과321)"
,교양,사고와표현([자연과학대학 1학년 전용강좌(타학년 제한없음 2차때 수강가능)]),3,배개화,"화15,16,17/목15,16,17(1과412)"
,교양,사고와표현([자연과학대학 1학년 전용강좌(타학년 제한없음 2차때 수강가능)]),3,홍순창,"화15,16,17(1과514)/목15,16,17(1과407)"
,교양,사고와표현([자연과학대학 1학년 전용강좌(타학년 제한없음 2차때 수강가능)]),3,전용빈,"화15,16,17/목15,16,17(1과507)"
,교양,사고와표현([자연과학대학 1학년 전용강좌(타학년 제한없음 2차때 수강가능)]),3,박명신,"화15,16,17/목15,16,17(1과004-02)"
,교양,사고와표현([자연과학대학 1학년 전용강좌(타학년 제한없음 2차때 수강가능)]),3,강승묵,"화15,16,17/목15,16,17(1과007-02)"
,교양,사고와표현([생명자원과학대학 1학년 전용강좌(타학년 제한없음 2차때 수강가능)]),3,장유정,"월2,3,4/수2,3,4(생명212)"
,교양,사고와표현([생명자원과학대학 1학년 전용강좌(타학년 제한없음 2차때 수강가능)]),3,정윤자,"월2,3,4/수2,3,4(생명414)"
,교양,사고와표현([생명자원과학대학 1학년 전용강좌(타학년 제한없음 2차때 수강가능)]),3,안숙현,"월2,3,4/수2,3,4(생명508)"
,교양,사고와표현([생명자원과학대학 1학년 전용강좌(타학년 제한없음 2차때 수강가능)]),3,강민정,"월2,3,4/수2,3,4(생명105)"
,교양,사고와표현([생명자원과학대학 1학년 전용강좌(타학년 제한없음 2차때 수강가능)]),3,배개화,"월2,3,4/수2,3,4(생명104)"
,교양,사고와표현([국제스포츠학과 1학년 전용강좌(타학년 제한없음 2차때 수강가능)]),3,장유정,"화1,2,3/목1,2,3(인214)"
,교양,사고와표현([생활체육학과 1학년 전용강좌(타학년 제한없음 2차때 수강가능)]),3,안숙현,"화2,3,4/목2,3,4(인000-09)"
,교양,사고와표현([운동처방재활학과 1학년 전용강좌(타학년 제한없음 2차때 수강가능)]),3,정윤자,"화2,3,4/목2,3,4(인007-01)"
,교양,사고와표현([스포츠경영학과 1학년 전용강좌(타학년 제한없음 2차때 수강가능)]),3,강민정,"화2,3,4/목2,3,4(인000-08)"
,교양,사회봉사온라인특강1,0,,
,교양,사회봉사온라인특강2,0,,
,교양,사회봉사온라인특강3,0,,
,교양,사회이슈와현대정치론,3,변상호,"월12,13,14,15,16,17(사회409)"
,교양,산업체현장실습,1,,
,교양,생명과학의세계,3,조정희,"수2,3,4,5,6,7(1과215)"
,교양,생명의전쟁,3,박웅준,"목11,12,13,14,15,16(1과215)"
,교양,생명현상의이해,2,장영주,"화15,16,17,18(인526)"
,교양,생활속의뇌과학(사이버),2,안상미,"월19,20(인008-01)"
,교양,생활속의면역,2,백동헌,"월13,14,15,16(약학113-01)"
,교양,생활속의미생물이용,2,노재영,"수12,13,14,15(약학114-01)"
,교양,생활속의화학,2,신원상,"화2,3,4,5(인530)"
,교양,생활속통계,2,이민영,"월13,14,15,16(1과309)"
,교양,생활에서만나는생명과학,2,곽상준,"목2,3,4,5(약학113-01)"
,교양,생활에서만나는생명과학,2,곽상준,"수19,20(약학113-01)"
,교양,생활지도및상담,2,김현순,"화6,7,8,9(인429-01)"
,교양,서양미술사의이해,3,조기주,"수2,3,4,5,6,7(사회012)"
,교양,서양사의이해,3,김상엽,"화10,11,12,13,14,15(인520)"
,교양,서양현대문화의이해,2,사이먼몰리,"금3,4,5,6(인214)"
,교양,설화로배우는문화교양(사이버),2,김인회,"목19,20(인115-01)"
,교양,성공취업커뮤니케이션실습,2,서명원,"화10,11,12,13(산학112)"
,교양,성공하는대학생들의7가지습관,2,김능원,"화9,10,11,12(인424)"
,교양,성공하는대학생들의7가지습관,2,김능원,"화14,15,16,17(인424)"
,교양,성공하는대학생들의7가지습관,2,김능원,"화19,20(인424)"
,교양,성공한여성CEO와의만남,2,최형진,"월14,15,16,17(산학112)"
,교양,성공한여성CEO와의만남,2,최형진,"수14,15,16,17(산학112)"
,교양,성차와성차별,3,이영애,"월12,13,14,15,16,17(사회417)"
,교양,세계대문호와의만남,3,안숙현,"수13,14,15,16,17,18(인526)"
,교양,세계문명의교류와충돌,3,박성진,"월2,3,4,5,6,7(사회004)"
,교양,세계속의중국문화,3,김홍겸,"월2,3,4,5,6,7(인424)"
,교양,세계의민속무용,2,홍미화,"월10,11,12,13(체207-01)"
,교양,세계정세와해양력,2,전병훈,"목2,3,4,5(산학113)"
,교양,세상을바꾼창업자이야기,2,이병우,"월6,7,8,9(산학112)"
,교양,스페인어중급,3,홍영아,"화10,11,12,13,14,15(인420)"
,교양,스포츠로세상보기,2,홍미화,"목10,11,12,13(인421)"
,교양,스포츠와멘탈트레이닝,2,이양주,"화11,12,13,14(인007-01)"
,교양,스포츠와환경,2,황지현,"월2,3,4,5(인000-10)"
,교양,스포츠와환경,2,황지현,"월19,20(인000-10)"
,교양,식물의세계,3,차현철,"월2,3,4,5,6,7(1과215)"
,교양,신경과학의최신이슈,2,오승훈,"월19,20(약학114-01)"
,교양,신경과학의최신이슈,2,오승훈,"목3,4,5,6(약학114-01)"
,교양,실내악의이해,3,정상희,"화2,3,4,5,6,7(예417)"
,교양,실전마케팅,2,양대오,"목10,11,12,13(산학114)"
,교양,심포니콰이어,3,윤영덕,"금9,10,11,12,13,14(예134)"
,교양,아랍어초급,3,안희연,"화2,3,4,5,6,7(인520)"
,교양,아웃도어스포츠와여가레크리에이션,2,강현욱,"목15,16,17,18(사회404)"
,교양,안전관리와응급처치의실제,3,변용현,"화12,13,14,15,16,17(인000-09)"
,교양,여대생커리어개발,2,김종규,"화3,4,5,6(학생405)"
,교양,여대생커리어개발,2,김종규,"화9,10,11,12(학생405)"
,교양,여성의이해(사이버),3,전혜성,"월19,20,21(인115-01)"
,교양,연극미학,3,김윤태,"화5,6,7,8,9,10(인526)"
,교양,영양과건강,3,신장인,"수2,3,4,5,6,7(약학113-01)"
,교양,"영양과질병,다이어트",2,성연선,"목19,20(인000-10)"
,교양,영어독해기법,2,김의영,"월14,15,16,17(인529)"
,교양,영어독해기법,2,김의영,"월19,20(인529)"
,교양,영화속음악이야기,2,정상희,"월8,9,10,11(예417)"
,교양,영화의이해,2,최배석,"월5,6,7,8(인000-09)"
,교양,영화의이해,2,최배석,"월19,20(인000-09)"
,교양,오페라의이해와감상,3,윤영덕,"월2,3,4,5,6,7(예417)"
,교양,오페라이야기,2,신명진,"금2,3,4,5(인000-10)"
,교양,외국문화와한국문화의비교,3,김지훈,"목6,7,8,9,10,11(인529)"
,교양,외국인을위한한국어듣기1([외국인교환학생 전용강좌]),2,이근영,"월2,3,4,5(산학505)"
,교양,외국인을위한한국어말하기1([외국인교환학생 전용강좌]),2,이근영,"화2,3,4,5(산학505)"
,교양,외국인을위한한국어쓰기1([외국인교환학생 전용강좌]),2,이근영,"수2,3,4,5(산학505)"
,교양,외국인을위한한국어읽기1([외국인교환학생 전용강좌]),2,이근영,"목2,3,4,5(산학505)"
,교양,우리몸의경고,2,최태생,"목11,12,13,14(생명105)"
,교양,우리몸의경고,2,최태생,"수19,20(생명105)"
,교양,운동과성인병,2,장석암,"금6,7,8,9(인115-01)"
,교양,원격교육론,3,,"수9,10,11,12,13,14(인429-01)"
,교양,원예치료학,2,이숙,"화11,12,13,14(인526)"
,교양,웰니스와보디빌딩,2,김기홍,"화10,11,12,13(체000-02)"
,교양,유목문화와디지털유목민,3,류병재,"목12,13,14,15,16,17(인522)"
,교양,윤리경영의이해,2,공호식,"목10,11,12,13(사회012)"
,교양,음악감상및비평,2,윤영덕,"금2,3,4,5(예223)"
,교양,음악교수학습방법,2,윤영덕,"화5,6,7,8(예223)"
,교양,음악으로떠나는여행,2,신윤원,"금6,7,8,9(예323)"
,교양,음악특강세미나:베토벤의후세,2,정상희,"수2,3,4,5(예417)"
,교양,의료기기기술,2,백동헌,"목13,14,15,16(산학507)"
,교양,의료산업과커뮤니케이션,2,박종태,"월10,11,12,13(인522)"
,교양,의학사속의대발견,3,이익수,"월19,20,21(사회012)"
,교양,이런것이3DPrinting,2,김주환,"월2,3,4,5(산학114)"
,교양,이슬람문화론,3,김동환,"목12,13,14,15,16,17(인530)"
,교양,인간예술의과학적접근(사이버),3,오승훈,"화19,20,21(인115-01)"
,교양,인간의욕구와교육,3,이정은,"월5,6,7,8,9,10(인000-08)"
,교양,인류를구한노벨생리의학상,3,이진구,"목8,9,10,11,12,13(약학113-01)"
,교양,인류와리더십,3,김주성,"월13,14,15,16,17,18(인526)"
,교양,인류의기원과진화,3,박성진,"월10,11,12,13,14,15(인424)"
,교양,인터넷사회(사이버),3,최재화,"금19,20,21(인008-01)"
,교양,일본과일본문화의이해([군복무학생 전용강좌])(군온라인),3,박경연,"토19,20,21"
,교양,일본문학의이해와감상,3,한정미,"목12,13,14,15,16,17(인529)"
,교양,일본어회화(중급),3,주인원,"화12,13,14,15,16,17(인527)"
,교양,일본어회화(중급),3,서홍,"금10,11,12,13,14,15(인527)"
,교양,일본어회화(초급),3,주인원,"화6,7,8,9,10,11(인527)"
,교양,일본어회화(초급),3,서홍,"금2,3,4,5,6,7(인526)"
,교양,일본어회화(초급),3,서홍,"월8,9,10,11,12,13(인527)"
,교양,일본어회화(초급),3,주인원,"목12,13,14,15,16,17(인521)"
,교양,자유론,3,이종우,"목4,5,6,7,8,9(사회004)"
,교양,장교의리더십,2,원종설,"화3,4,5,6(사회409)"
,교양,재미있는디자인창업,2,곽원일,"수2,3,4,5(산학112)"
,교양,재미있는창업실전,2,박용성,"금2,3,4,5(산학112)"
,교양,재미있는태권도레크레이션,2,진승태,"월14,15,16,17(체010-01)"
,교양,전략적사고와리더십,2,박이석,"목8,9,10,11(인530)"
,교양,정보보호개론,2,박홍식,"목14,15,16,17(산학114)"
,교양,정보사회와법,2,김용호,"목3,4,5,6(사회012)"
,교양,정보산업의이해,3,유해영,"화2,3,4,5,6,7(인000-10)"
,교양,정의론,3,이종우,"목12,13,14,15,16,17(사회004)"
,교양,주식운용과재테크,2,김재훈,"금11,12,13,14(산학112)"
,교양,중국경제의이해,3,윤준모,"화9,10,11,12,13,14(사회004)"
,교양,중국어회화(중급),3,나순경,"화12,13,14,15,16,17(인522)"
,교양,중국어회화(중급),3,김세희,"수2,3,4,5,6,7(인424)"
,교양,중국어회화(초급),3,나순경,"화6,7,8,9,10,11(인522)"
,교양,중국어회화(초급),3,김세희,"수10,11,12,13,14,15(인000-10)"
,교양,중국어회화(초급),3,장경아,"월2,3,4,5,6,7(인527)"
,교양,중국어회화(초급),3,김기은,"월11,12,13,14,15,16(인520)"
,교양,중남미사회,3,김달관,"수9,10,11,12,13,14(인527)"
,교양,중동국가의이해,3,송상현,"수3,4,5,6,7,8(인423)"
,교양,증권투자와시장의이해,3,임덕순,"목7,8,9,10,11,12(인527)"
,교양,지식경제와지식경영(사이버),3,최재화,"목19,20,21(인008-01)"
,교양,직장생활성공메뉴얼,2,정학범,"월13,14,15,16(인421)"
,교양,직장생활성공메뉴얼,2,정학범,"월19,20(인421)"
,교양,"진로설계와자기계발([중국어,일본어,영어과 1학년 전용강좌(타학년 제한없음 2차때 수강가능)])(온/오프)",2,김현순,"수2,3,4,5(인426)"
,교양,"진로설계와자기계발([중국어,일본어,영어과 1학년 전용강좌(타학년 제한없음 2차때 수강가능)])(온/오프)",2,김주섭,"수2,3,4,5(인521)"
,교양,"진로설계와자기계발([중국어,일본어,영어과 1학년 전용강좌(타학년 제한없음 2차때 수강가능)])(온/오프)",2,김지효,"수2,3,4,5(인422)"
,교양,"진로설계와자기계발([중국어,일본어,영어과 1학년 전용강좌(타학년 제한없음 2차때 수강가능)])(온/오프)",2,백근영,"수2,3,4,5(인420)"
,교양,"진로설계와자기계발([중국어,일본어,영어과 1학년 전용강좌(타학년 제한없음 2차때 수강가능)])(온/오프)",2,이정은,"수2,3,4,5(인530)"
,교양,"진로설계와자기계발([외국어대학(중국어,일본어,영어 제외) 1학년 전용강좌(타학년 제한없음 2차때 수강가능)])(온/오프)",2,김현순,"수14,15,16,17(인323)"
,교양,"진로설계와자기계발([외국어대학(중국어,일본어,영어 제외) 1학년 전용강좌(타학년 제한없음 2차때 수강가능)])(온/오프)",2,김주섭,"수14,15,16,17(인214)"
,교양,"진로설계와자기계발([외국어대학(중국어,일본어,영어 제외) 1학년 전용강좌(타학년 제한없음 2차때 수강가능)])(온/오프)",2,김지효,"수14,15,16,17(인530)"
,교양,"진로설계와자기계발([외국어대학(중국어,일본어,영어 제외) 1학년 전용강좌(타학년 제한없음 2차때 수강가능)])(온/오프)",2,백근영,"수14,15,16,17(인420)"
,교양,"진로설계와자기계발([외국어대학(중국어,일본어,영어 제외) 1학년 전용강좌(타학년 제한없음 2차때 수강가능)])(온/오프)",2,이은철,"수14,15,16,17(인421)"
,교양,"진로설계와자기계발([신소재,식품,산업 1학년 전용강좌(타학년 제한없음 2차때 수강가능)])(온/오프)",2,김현순,"화2,3,4,5(1과319)"
,교양,"진로설계와자기계발([신소재,식품,산업 1학년 전용강좌(타학년 제한없음 2차때 수강가능)])(온/오프)",2,김주섭,"화2,3,4,5(2과515)"
,교양,"진로설계와자기계발([신소재,식품,산업 1학년 전용강좌(타학년 제한없음 2차때 수강가능)])(온/오프)",2,김지효,"화2,3,4,5(2과510)"
,교양,"진로설계와자기계발([신소재,식품,산업 1학년 전용강좌(타학년 제한없음 2차때 수강가능)])(온/오프)",2,이은철,"화2,3,4,5(1과004-02)"
,교양,"진로설계와자기계발([융합기술대학(신소재,식품,산업 제외) 1학년 전용강좌(타학년 제한없음 2차때 수강가능)])(온/오프)",2,김현순,"화14,15,16,17(1과007-01)"
,교양,"진로설계와자기계발([융합기술대학(신소재,식품,산업 제외) 1학년 전용강좌(타학년 제한없음 2차때 수강가능)])(온/오프)",2,김주섭,"화14,15,16,17(생명104)"
,교양,"진로설계와자기계발([융합기술대학(신소재,식품,산업 제외) 1학년 전용강좌(타학년 제한없음 2차때 수강가능)])(온/오프)",2,김지효,"화14,15,16,17(생명105)"
,교양,"진로설계와자기계발([융합기술대학(신소재,식품,산업 제외) 1학년 전용강좌(타학년 제한없음 2차때 수강가능)])(온/오프)",2,이은철,"화14,15,16,17(2과107)"
,교양,진로설계와자기계발([생명자원과학대학 1학년 전용강좌(타학년 제한없음 2차때 수강가능)])(온/오프),2,김현순,"목2,3,4,5(생명212)"
,교양,진로설계와자기계발([생명자원과학대학 1학년 전용강좌(타학년 제한없음 2차때 수강가능)])(온/오프),2,김주섭,"목2,3,4,5(생명414)"
,교양,진로설계와자기계발([생명자원과학대학 1학년 전용강좌(타학년 제한없음 2차때 수강가능)])(온/오프),2,이정은,"목2,3,4,5(생명508)"
,교양,진로설계와자기계발([생명자원과학대학 1학년 전용강좌(타학년 제한없음 2차때 수강가능)])(온/오프),2,정삼희,"목2,3,4,5(생명104)"
,교양,진로설계와자기계발([생명자원과학대학 1학년 전용강좌(타학년 제한없음 2차때 수강가능)])(온/오프),2,이은철,"목2,3,4,5(생명105)"
,교양,진로설계와자기계발([보건행정학과 1학년 전용강좌(타학년 제한없음 2차때 수강가능)])(온/오프),2,김현순,"목10,11,12,13(인000-08)"
,교양,진로설계와자기계발([보건행정학과 1학년 전용강좌(타학년 제한없음 2차때 수강가능)])(온/오프),2,정삼희,"목10,11,12,13(인000-09)"
,교양,창업공학,2,김두복,"월10,11,12,13(산학112)"
,교양,창업공학,2,김두복,"월2,3,4,5(산학112)"
,교양,창업과법규,2,현인섭,"목2,3,4,5(인527)"
,교양,창의적사고와코딩([예술대학 미술학부 1학년 전용강좌(타 학년 인정안됨)]),2,이형배,"월10,11,12,13(사회122)"
,교양,창의적사고와코딩([예술대학 미술학부 1학년 전용강좌(타 학년 인정안됨)]),2,박철훈,"월10,11,12,13(사회219)"
,교양,창의적사고와코딩([예술대학 미술학부 1학년 전용강좌(타 학년 인정안됨)]),2,이신복,"월10,11,12,13(예122)"
,교양,창의적사고와코딩([문예창작과 1학년 전용강좌(타 학년 인정안됨)]),2,이형배,"월14,15,16,17(사회122)"
,교양,창의적사고와코딩([생활음악과 1학년 전용강좌(타 학년 인정안됨)]),2,박철훈,"월14,15,16,17(사회219)"
,교양,창의적사고와코딩([공공관리학과(야간) 1학년 전용강좌(타 학년 인정안됨)])(강의실),2,이신복,"월19,20(사회122)"
,교양,창의적사고와코딩([해병대군사학과 1학년 전용강좌(타 학년 인정안됨)])(강의실),2,박철훈,"목2,3,4,5(산학202)"
,교양,창의적사고와코딩([환경자원경제학과 1학년 전용강좌(타 학년 인정안됨)])(강의실),2,박철훈,"목10,11,12,13(사회122)"
,교양,창의적사고와코딩([환경자원경제학과 1학년 전용강좌(타 학년 인정안됨)])(강의실),2,이신복,"목10,11,12,13(사회219)"
,교양,창의적사고와코딩([심리학과 1학년 전용강좌(타 학년 인정안됨)])(강의실),2,손승희,"목10,11,12,13(사회411)"
,교양,"창의적사고와코딩([공공관리,사회복지 1학년 전용강좌(타 학년 인정안됨)])(강의실)",2,이신복,"목14,15,16,17(사회122)"
,교양,"창의적사고와코딩([공공관리,사회복지 1학년 전용강좌(타 학년 인정안됨)])(강의실)",2,손승희,"목14,15,16,17(사회219)"
,교양,"창의적사고와코딩([공공관리,사회복지 1학년 전용강좌(타 학년 인정안됨)])(강의실)",2,이형배,"목14,15,16,17(사회411)"
,교양,창의적사고와코딩([산업경영학과(야간) 1학년 전용강좌(타 학년 인정안됨)])(강의실),2,이형배,"목19,20(사회411)"
,교양,천안학,2,정윤자,"화10,11,12,13(생명208-01)"
,교양,철학우언,3,이상훈,"목2,3,4,5,6,7(인421)"
,교양,청소년교육론,3,,"목2,3,4,5,6,7(인530)"
,교양,축제와이벤트,2,이희성,"수7,8,9,10(인007-01)"
,교양,"취업,창업의선택",2,윤경원,"목10,11,12,13(산학112)"
,교양,취업과지속적인자기계발,2,신형균,"월6,7,8,9(산학114)"
,교양,취업전략과사회진출,2,김종규,"수3,4,5,6(학생405)"
,교양,취업전략과사회진출,2,김종규,"수9,10,11,12(학생405)"
,교양,취업정보와입사전략,2,김종규,"월3,4,5,6(학생405)"
,교양,취업정보와입사전략,2,김종규,"월9,10,11,12(학생405)"
,교양,취업창업위한디스플레이세계,2,지성대,"목6,7,8,9(산학114)"
,교양,카메라와빛의영상,2,김대유,"목10,11,12,13(인423)"
,교양,카메라와빛의영상,2,김대유,"목19,20(인423)"
,교양,카피와광고,2,조도현,"월14,15,16,17(사회004)"
,교양,카피와광고,2,조도현,"월19,20(사회004)"
,교양,캡스톤디자인과창업,2,이정만,"월19,20(산학114)"
,교양,캡스톤디자인과창업,2,박용성,"화19,20(산학114)"
,교양,캡스톤디자인과창업,2,지성대,"목19,20(산학114)"
,교양,커뮤니케이션기법((화상)),2,,"목11,12,13,14(인324[(화상)강의])"
,교양,코스메틱필라테스,2,문지현,"수2,3,4,5(체207-01)"
,교양,클래식음악의이해,3,최윤아,"월6,7,8,9,10,11(예323)"
,교양,텍스트로읽는동아시아갈등,3,구경남,"목2,3,4,5,6,7(사회409)"
,교양,토익1LC,2,허선영,"수10,11,12,13(인529)"
,교양,토익1LC,2,허선영,"월19,20(인526)"
,교양,토익1RC,2,한도인,"수14,15,16,17(인529)"
,교양,토익1RC,2,한도인,"수19,20(인526)"
,교양,토익2LC,2,배상희,"수6,7,8,9(인529)"
,교양,토익2LC,2,배상희,"목19,20(인526)"
,교양,토익2RC,2,전수인,"화14,15,16,17(인529)"
,교양,토익2RC,2,박은,"월19,20(인527)"
,교양,토익스피킹,2,차민영,"월6,7,8,9(인530)"
,교양,토익스피킹,2,차민영,"화14,15,16,17(인530)"
,교양,토익스피킹,2,임희주,"목19,20(인530)"
,교양,특수교육학개론,2,김현정,"목2,3,4,5(인000-11)"
,교양,평생교육론,3,최영준,"수2,3,4,5,6,7(인000-11)"
,교양,평생교육실습,3,최영준,"토2,3,4,5,6,7(인429-02)"
,교양,포르투갈어초급,3,박원복,"수8,9,10,11,12,13(인320-02)"
,교양,프랑스어초급,3,김현주,"목13,14,15,16,17,18(인000-10)"
,교양,피트니스와신체활동가이드라인,2,김정훈,"목2,3,4,5(인522)"
,교양,한국고대사의이해,3,이종수,"월12,13,14,15,16,17(인000-09)"
,교양,"한국과세계소통의역사([융합기술,간호대학 1학년 전용강좌(타학년 제한없음 2차때 수강가능)])(사이버)",2,김상엽,"월19,20(생명208-01)"
,교양,"한국과세계소통의역사([공공인재(야간),보건과학대학 1학년 전용강좌(타학년 제한없음 2차때 수강가능)])(사이버)",2,김상엽,"화19,20(생명208-01)"
,교양,"한국과세계소통의역사([융합기술,간호대학 1학년 전용강좌(타학년 제한없음 2차때 수강가능)])(사이버)",2,김상엽,"수19,20(생명208-01)"
,교양,한국과세계소통의역사([공공인재대학(주간) 1학년 전용강좌(타학년 제한없음 2차때 수강가능)])(사이버),2,김상엽,"금19,20(생명208-01)"
,교양,한국과세계소통의역사([예술대학 미술학부 1학년 전용강좌(타학년 제한없음 2차때 수강가능)]),2,김상엽,"화2,3,4,5(인421)"
,교양,한국과세계소통의역사([예술대학 미술학부 1학년 전용강좌(타학년 제한없음 2차때 수강가능)]),2,김강일,"화2,3,4,5(인423)"
,교양,한국과세계소통의역사([예술대학 미술학부 1학년 전용강좌(타학년 제한없음 2차때 수강가능)]),2,김명섭,"화2,3,4,5(인424)"
,교양,한국과세계소통의역사([예술대학 문예창작과 1학년 전용강좌(타학년 제한없음 2차때 수강가능)]),2,김강일,"화10,11,12,13(인423)"
,교양,한국과세계소통의역사([예술대학 생활음악과 1학년 전용강좌(타학년 제한없음 2차때 수강가능)]),2,김명섭,"화10,11,12,13(인421)"
,교양,한국과세계소통의역사([치의예과 1학년 전용강좌(타학년 제한없음 2차때 수강가능)]),2,김강일,"화14,15,16,17(인423)"
,교양,한국과세계소통의역사([의예과 1학년 전용강좌(타학년 제한없음 2차때 수강가능)]),2,김명섭,"화14,15,16,17(인421)"
,교양,한국미술사의이해,3,양태모,"화12,13,14,15,16,17(인000-10)"
,교양,한국어와한국문학([외국인교환학생 전용강좌]),3,이근영,"화13,14,15,16,17,18(산학514)"
,교양,한국언어문화의이해,3,전병용,"월2,3,4,5,6,7(인423)"
,교양,한국현대시의이해,3,양은창,"목12,13,14,15,16,17(인317)"
,교양,한류이해하기,2,강영순,"목2,3,4,5(인520)"
,교양,합창의입문,3,손미선,"금2,3,4,5,6,7(예134)"
,교양,항공사서비스의취업면접전략([선발자만 신청 가능]),2,김미경,"금12,13,14,15(산학114)"
,교양,해부학과문화(사이버),3,유영복,"목19,20,21(약학114-01)"
,교양,행동심리의이해,2,신기영,"월2,3,4,5(1과004-02)"
,교양,행복이란무엇인가,3,이종우,"월4,5,6,7,8,9(인522)"
,교양,현대사회와경제심리이해,3,변상호,"월2,3,4,5,6,7(사회405)"
,교양,현대사회와문화마케팅,3,이정만,"목2,3,4,5,6,7(사회404)"
,교양,현대사회와법,3,전장헌,"목19,20,21(사회004)"
,교양,현대사회와복지,3,정연수,"목5,6,7,8,9,10(인214)"
,교양,현대사회와정보보호(사이버),3,김태환,"수19,20,21(인008-01)"
,교양,현대음악의이해,3,강은수,"목3,4,5,6,7,8(예323)"
,교양,협주곡의이해,2,신윤원,"금2,3,4,5(예323)"
,교양,화장품분석실습,2,박종호,"목14,15,16,17(산학117)"
,교양,환경과조경의이해,3,최준수,"수2,3,4,5,6,7(사회004)"
