한칸,l_type,name,학점,교강사,time
,교양,사고와표현(상경대학),3,임수경,"화5,6,7/목5,6,7(사범312)"
,교양,사고와표현(상경대학),3,허재영,"화5,6,7/목5,6,7(사범402)"
,교양,사고와표현(상경대학),3,맹영일,"화5,6,7/목5,6,7(상경309)"
,교양,사고와표현(상경대학),3,박상진,"화8,9,10/목8,9,10(인문421)"
,교양,사고와표현(상경대학),3,김유미,"화8,9,10/목8,9,10(상경418)"
,교양,사고와표현(상경대학),3,김정녀,"화8,9,10/목8,9,10(사범312)"
,교양,사고와표현(상경대학),3,박정규,"화8,9,10/목8,9,10(사범402)"
,교양,사고와표현(상경대학),3,임선숙,"화8,9,10/목8,9,10(상경309)"
,교양,사고와표현(마이스터경영(야간)),3,박정규,"수20,21,22(인문320)"
,교양,사고와표현(음악대학),3,김유미,"화5,6,7/목5,6,7(인문409)"
,교양,사고와표현(음악대학),3,김정녀,"화5,6,7/목5,6,7(사범307)"
,교양,사고와표현(음악대학),3,박정규,"화5,6,7/목5,6,7(인문421)"
,교양,사고와표현(외국인유학생전용),3,허재영,"화8,9,10/목8,9,10(인문409)"
,교양,사고와표현(외국인유학생전용),3,맹영일,"화8,9,10/목8,9,10(3공318)"
,교양,사업개발과전략경영,2,양준환,"수9,10,11,12(사범208)"
,교양,사이버보안,2,김기원,"금1,2,3,4(사범501)"
,교양,사회봉사온라인특강1,0,,
,교양,사회봉사온라인특강2,0,,
,교양,사회봉사온라인특강3,0,,
,교양,사회심리학의이해,2,오은주,"목15,16,17,18(인문320)"
,교양,사회이슈와현대정치론,3,변상호,"목7,8,9,10,11,12(사범201)"
,교양,사회적기업창업실무,2,김형수,"금9,10,11,12(사범312)"
,교양,산업체현장실습,1,,
,교양,상업정보교과교재연구및지도법,3,권주형,"화19,20,21(상경322)"
,교양,생명과학의세계,3,곽상준,"월13,14,15,16,17,18(상경103)"
,교양,생명의전쟁,3,박웅준,"월13,14,15,16,17,18(국제307)"
,교양,생명의학과공학기술의만남,3,박일용,"금2,3,4,5,6,7(국제102_계단)"
,교양,생체분자세포그리고생명(인문계 전용),3,장영주,"목1,2,3,4,5,6(3공318)"
,교양,생체분자세포그리고생명(이공계 전용),3,장영주,"목13,14,15,16,17,18(3공318)"
,교양,생활물리,2,현준원,"월5,6,7,8(사범310)"
,교양,생활속의전기,3,한경호,"목1,2,3,4,5,6(자연102(촬영))"
,교양,생활지도및상담(비사계 교직),2,정삼희,"월19,20(사범401)"
,교양,서양미술사의이해,3,임두빈,"금15,16,17,18,19(사범205)"
,교양,서양사의이해,3,김상엽,"월2,3,4,5,6,7(상경309)"
,교양,서양음악통론과비평(음대생 수강제한),3,변정은,"화3,4,5,6,7,8(사범310)"
,교양,서양의사상,3,유성근,"금5,6,7,8,9,10(인문209)"
,교양,성공취업을위한인문학역량강화,2,전은실,"화1,2,3,4(사범207)"
,교양,성공취업을위한인문학역량강화,2,전은실,"화5,6,7,8(사범207)"
,교양,"성공취업을위한핵심직무역량강화(1,2학년 수강제한)",2,전은실,"화9,10,11,12(인문211)"
,교양,"성공취업을위한핵심직무역량강화(1,2학년 수강제한)",2,전은실,"화13,14,15,16(인문211)"
,교양,성공하는대학생들의7가지습관,2,김재일,"화11,12,13,14(사회304)"
,교양,성공하는대학생들의7가지습관,2,김재일,"화15,16,17,18(사회304)"
,교양,성공하는대학생들의7가지습관(외국인 유학생 전용),2,김재일,"수3,4,5,6(사회307)"
,교양,성차와성차별,3,이영애,"월1,2,3,4,5,6(서관B102)"
,교양,세계대문호와의만남,3,안숙현,"금6,7,8,9,10,11(3공518)"
,교양,세계문명의교류와충돌,3,박성진,"목1,2,3,4,5,6(인문101)"
,교양,세계속의중국문화,3,김홍겸,"금1,2,3,4,5,6(사범311)"
,교양,세계의신화와전설,3,김정녀,"목13,14,15,16,17,18(사범311)"
,교양,세계의역사와문화,2,김현수,"화3,4,5,6(국제102_계단)"
,교양,쉽게부르고싶은외국가곡,2,김난희,"수3,4,5,6(서관B102)"
,교양,스페인어중급,3,끌라우디아브리에뇨,"목13,14,15,16,17,18(인문419)"
,교양,스페인어초급,3,유영식,"월1,2,3,4,5,6(인문419)"
,교양,스페인어초급,3,유영식,"목1,2,3,4,5,6(인문419)"
,교양,스포츠인문학,2,조홍식,"월11,12,13,14(체육B102)"
,교양,시각예술로보는인간과세상,3,이화식,"목13,14,15,16,17,18(인문106)"
,교양,시사영어읽기,2,김경란,"월15,16,17,18(상경507)"
,교양,시장경제강좌,3,김상겸,"수9,10,11,12,13,14(사범207)"
,교양,식물의세계,3,차현철,"목13,14,15,16,17,18(국제102_계단)"
,교양,식생활과가공식품,3,정윤화,"월15,16,17,18,19(서관B103)"
,교양,신경과학의세계(사이버),3,안승철,"금19,20,21(사범207)"
,교양,신문속사회읽기,3,김승동,"목13,14,15,16,17,18(사범201)"
,교양,아랍어초급,3,안희연,"목1,2,3,4,5,6(인문106)"
,교양,아카데믹영작고급(원어),2,데이비드 칼리노스키,"금5,6,7,8(국제307)"
,교양,아카데믹영작고급(원어),2,데이비드 칼리노스키,"금11,12,13,14(국제307)"
,교양,아카데믹영작문,2,김경란,"화11,12,13,14(상경401)"
,교양,안전관리와응급처치의실제,3,김지태,"목13,14,15,16,17,18(상경103)"
,교양,언어와인간(사이버),3,김현주,"목19,20,21(사범207)"
,교양,여성의이해(사이버),3,전혜성,"화19,20,21(인문211)"
,교양,역사교과교재연구및지도법,3,구경남,"수4,5,6,7,8,9(인문509)"
,교양,역사속의도시기행,2,이재령,"월3,4,5,6(사범208)"
,교양,연극교육교재교구개발및활용,3,신양섭,"월9,10,11,12,13,14(체육B205)"
,교양,연극미학,3,김윤태,"목11,12,13,14,15,16(인문211)"
,교양,연극영화교과교재연구및지도법,3,신양섭,"월9,10,11,12,13,14(체육B205)"
,교양,영미고전의이해,2,김언조,"목15,16,17,18(상경309)"
,교양,영어교과교재연구및지도법(원어),3,김현주,"월13,14,15/수15,16,17(인문501)"
,교양,영어발음클리닉(원어),2,찰스코퍼랜드,"금5,6,7,8(인문421)"
,교양,영어발음클리닉(원어),2,매튜웨스트,"화11,12,13,14(인문421)"
,교양,영어인터뷰(원어),2,데릭벨,"목15,16,17,18(상경507)"
,교양,영화감상및비평,3,이정하,"화10,11,12/수5,6,7(미디어110)"
,교양,영화교육교재교구개발및활용,3,신양섭,"월9,10,11,12,13,14(체육B205)"
,교양,영화속과학탐구,2,맹희주,"금5,6,7,8(사범207)"
,교양,영화와뉴테크놀리지의이해(사이버),3,강지영,"목9,10,11,12,13,14(사범501)"
,교양,예술과기호의세계,3,김지원,"목7,8,9,10,11,12(사범311)"
,교양,예술작품과화의,2,김연주,"월11,12,13,14(상경418)"
,교양,오페라의이해와감상,3,정상희,"목2,3,4,5,6,7(국제101_계단)"
,교양,외국문화와한국문화의비교,3,이황진,"금1,2,3,4,5,6(사범309)"
,교양,용인학,2,윤승준,"목15,16,17,18(인문208)"
,교양,우리전통문화의이해,3,송재용,"월11,12,13,14,15,16(인문101)"
,교양,운동과건강,2,전용균,"수1,2,3,4(체육B101)"
,교양,움직임을통한내몸활용,2,안근옥,"화11,12,13,14(3공318)"
,교양,원격교육론,3,백은숙,"목13,14,15,16,17,18(사범313)"
,교양,유목문화와디지털유목민,3,류병재,"금1,2,3,4,5,6(인문419)"
,교양,융합기술과현대생활,3,나경환,"월13,14,15,16,17,18(인문419)"
,교양,음악감상및비평,2,김윤정,"월1,2,3,4(음악105)"
,교양,음악교과교재연구및지도법,3,허화병,"금1,2,3,4,5,6(음악104)"
,교양,음악으로떠나는여행,2,신윤원,"목15,16,17,18(사범312)"
,교양,의료행위와법,3,이석배,"수13,14,15,16,17,18(사범309)"
,교양,의학사속의대발견,3,이익수,"월1,2,3,4,5,6(사범309)"
,교양,이슬람문화론,3,황의갑,"월9,10,11,12,13,14(사범311)"
,교양,이해와논증의실제2,2,이동희,"화19,20(인문421)"
,교양,인간예술의과학적접근(사이버),3,이익수,"화11,12,13,14,15,16(사범205)"
,교양,인간의욕구와교육,3,엄상현,"목13,14,15,16,17,18(사범309)"
,교양,인류의기원과진화,3,박성진,"금1,2,3,4,5,6(3공318)"
,교양,인문사회교과논리및논술(비사계 교직),2,이화식,"수11,12,13,14(사범505)"
,교양,인적자원개발론,3,방재임,"수13,14,15,16,17,18(사범401)"
,교양,인터넷영어(원어),2,스튜어트존스,"화11,12,13,14(인문201)"
,교양,인터랙티브콘텐츠기획,2,이영수,"화3,4,5,6(인문419)"
,교양,일반사회교과교재연구및지도법,3,임종헌,"화1,2,3,4,5,6(대학원동217)"
,교양,일본과일본문화의이해(사이버),3,박경연,"화19,20,21(사범206)"
,교양,일본문화콘텐츠의이해,2,김난주,"목11,12,13,14(사범207)"
,교양,일본어교과교재연구및지도법,3,한원형,"목1,2,3,4,5,6(인문408)"
,교양,일본어회화(중급),3,박경연,"수17,18,19,20(상경418)"
,교양,일본어회화(중급),3,박경연,"목7,8,9,10,11,12(사범309)"
,교양,일본어회화(초급),3,김난주,"목1,2,3,4,5,6(사범310)"
,교양,일본어회화(초급),3,박경연,"월13,14,15,16,17,18(사범309)"
,교양,일본어회화(초급),3,박경연,"수7,8,9,10,11,12(사범309)"
,교양,일본어회화(초급),3,박경연,"목17,18,19,20(상경201)"
,교양,자연공학교과논리및논술(비사계 교직),2,이화식,"수15,16,17,18(사범505)"
,교양,자유론,3,황필홍,"목1,2,3,4,5,6(상경103)"
,교양,저작권활용과창업(사이버),2,손승우,"금19,20(국제101_계단)"
,교양,전기ㆍ전자ㆍ통신교과교재연구및지도법,3,윤중오,"화19,20,21(3공108)"
,교양,전략적스타트업비즈니스모델,2,남정민,"수9,10,11,12(사범402)"
,교양,전쟁과한국현대사,3,김용빈,"수13,14,15,16,17,18(국제102_계단)"
,교양,정보ㆍ컴퓨터교과교재연구및지도법,3,김진희,"금19,20,21(자연516)"
,교양,정보산업의이해,3,유해영,"월1,2,3,4,5,6(상경103)"
,교양,정의론,3,황필홍,"금1,2,3,4,5,6(상경103)"
,교양,중국경제의이해,3,윤준모,"수9,10,11,12,13,14(인문409)"
,교양,중국어교과교재연구및지도법,3,배은한,"수1,2,3/금1,2,3(인문401)"
,교양,중국어회화(중급),3,정현애,"월8,9,10/목8,9,10(인문106)"
,교양,중국어회화(중급),3,정현애,"목16,17,18/금16,17,18(상경418)"
,교양,중국어회화(초급),3,정하영,"월13,14,15/수13,14,15(사범402)"
,교양,중국어회화(초급),3,정하영,"월2,3,4/수2,3,4(인문421)"
,교양,중국어회화(초급),3,정현애,"화13,14,15/금13,14,15(사범312)"
,교양,중국어회화(초급),3,정현애,"화2,3,4/금2,3,4(인문320)"
,교양,중국의풍속과가치관,2,정지인,"월9,10,11,12(상경103)"
,교양,중남미사회,3,유영식,"월11,12,13,14,15,16(인문106)"
,교양,중남미정치발전사,3,유영식,"수11,12,13,14,15,16(사범201)"
,교양,중동국가의이해,3,남옥정,"수1,2,3,4,5,6(사범309)"
,교양,증권투자와시장의이해,3,임석필,"월1,2,3,4,5,6(사범402)"
,교양,지식경제와지식경영(사이버),3,최재화,"월19,20,21(사범207)"
,교양,지식재산융합전략,2,김병남,"화1,2,3,4(사범104)"
,교양,진로설계와자기계발(건축대학)(온/오프),2,오은주,"목1,2,3,4(인문409)"
,교양,진로설계와자기계발(건축대학)(온/오프),2,서응교,"목1,2,3,4(사범307)"
,교양,진로설계와자기계발(건축대학)(온/오프),2,신진,"목1,2,3,4(사범501)"
,교양,진로설계와자기계발(국제학부)(온/오프),2,정효정,"화5,6,7,8(국제307)"
,교양,진로설계와자기계발(국제학부)(온/오프),2,오은주,"화5,6,7,8(3공518)"
,교양,"진로설계와자기계발(전자전기,소프트,응컴)(온/오프)",2,정삼희,"월5,6,7,8(사범307)"
,교양,"진로설계와자기계발(전자전기,소프트,응컴)(온/오프)",2,전은화,"월5,6,7,8(인문208)"
,교양,"진로설계와자기계발(전자전기,소프트,응컴)(온/오프)",2,오은주,"월5,6,7,8(사범311)"
,교양,"진로설계와자기계발(전자전기,소프트,응컴)(온/오프)",2,정효정,"월5,6,7,8(사범501)"
,교양,"진로설계와자기계발(전자전기,소프트,응컴)(온/오프)",2,김성수,"월5,6,7,8(상경201)"
,교양,"진로설계와자기계발(전자전기,소프트,응컴)(온/오프)",2,이장범,"월5,6,7,8(인문409)"
,교양,"진로설계와자기계발(전자전기,소프트,응컴)(온/오프)",2,나미현,"월5,6,7,8(사범312)"
,교양,"진로설계와자기계발(전자전기,소프트,응컴)(온/오프)",2,신진,"월5,6,7,8(인문302)"
,교양,"진로설계와자기계발(고분자,파이버,화학공)(온/오프)",2,신진,"월11,12,13,14(사범307)"
,교양,"진로설계와자기계발(고분자,파이버,화학공)(온/오프)",2,전은화,"월11,12,13,14(인문208)"
,교양,"진로설계와자기계발(고분자,파이버,화학공)(온/오프)",2,오은주,"월11,12,13,14(인문409)"
,교양,"진로설계와자기계발(고분자,파이버,화학공)(온/오프)",2,전혜경,"월11,12,13,14(상경201)"
,교양,"진로설계와자기계발(고분자,파이버,화학공)(온/오프)",2,정삼희,"월11,12,13,14(사범501)"
,교양,"진로설계와자기계발(토목,기계)(온/오프)",2,전혜경,"화11,12,13,14(사범307)"
,교양,"진로설계와자기계발(토목,기계)(온/오프)",2,전은화,"화11,12,13,14(인문208)"
,교양,"진로설계와자기계발(토목,기계)(온/오프)",2,신진,"화11,12,13,14(사범311)"
,교양,"진로설계와자기계발(토목,기계)(온/오프)",2,나미현,"화11,12,13,14(상경201)"
,교양,진로설계와자기계발(사범대학)(온/오프),2,나미현,"화1,2,3,4(인문409)"
,교양,진로설계와자기계발(사범대학)(온/오프),2,전은화,"화1,2,3,4(사범307)"
,교양,진로설계와자기계발(사범대학)(온/오프),2,오은주,"화1,2,3,4(인문208)"
,교양,진로설계와자기계발(사범대학)(온/오프),2,신진,"화1,2,3,4(상경201)"
,교양,진로설계와자기계발(예술디자인대학)(온/오프),2,전은화,"월1,2,3,4(상경201)"
,교양,진로설계와자기계발(예술디자인대학)(온/오프),2,이장범,"월1,2,3,4(사범501)"
,교양,진로설계와자기계발(예술디자인대학)(온/오프),2,오은주,"월1,2,3,4(사범311)"
,교양,진로설계와자기계발(예술디자인대학)(온/오프),2,서응교,"월1,2,3,4(사범310)"
,교양,진로설계와자기계발(예술디자인대학)(온/오프),2,정삼희,"월1,2,3,4(인문208)"
,교양,진로설계와자기계발(예술디자인대학)(온/오프),2,김성수,"월1,2,3,4(사범307)"
,교양,진로설계와자기계발(외국인유학생전용)(온/오프),2,정효정,"목1,2,3,4(상경201)"
,교양,진로설계와자기계발(외국인유학생전용)(온/오프),2,정효정,"목11,12,13,14(사범310)"
,교양,창업과기업활동법(법학과 수강제한),2,현인섭,"월3,4,5,6(국제307)"
,교양,창업기업과마케팅,2,양준환,"화9,10,11,12(인문106)"
,교양,창업기업과마케팅,2,양준환,"월9,10,11,12(사범309)"
,교양,창의적리더를위한역량개발,2,전은화,"목15,16,17,18(인문421)"
,교양,창의적리더를위한역량개발,2,정효정,"목15,16,17,18(사범402)"
,교양,창의적사고와코딩(상경대학)(강의실),2,허재준,"수1,2,3,4(사범104)"
,교양,창의적사고와코딩(상경대학)(강의실),2,최형섭,"수1,2,3,4(자연207)"
,교양,창의적사고와코딩(상경대학)(강의실),2,허재준,"수5,6,7,8(사범104)"
,교양,창의적사고와코딩(상경대학)(강의실),2,최형섭,"수5,6,7,8(자연207)"
,교양,창의적사고와코딩(상경대학)(강의실),2,최형섭,"수11,12,13,14(사범104)"
,교양,창의적사고와코딩(상경대학)(강의실),2,김병철,"수11,12,13,14(자연207)"
,교양,창의적사고와코딩(상경대학)(강의실),2,양재춘,"금1,2,3,4(사범104)"
,교양,창의적사고와코딩(상경대학)(강의실),2,장영범,"금1,2,3,4(자연207)"
,교양,창의적사고와코딩(상경대학)(강의실),2,양재춘,"금5,6,7,8(사범104)"
,교양,창의적사고와코딩(상경대학)(강의실),2,장영범,"금5,6,7,8(자연207)"
,교양,창의적사고와코딩(상경대학)(강의실),2,허재준,"금11,12,13,14(사범104)"
,교양,창의적사고와코딩(상경대학)(강의실),2,장영범,"금11,12,13,14(자연207)"
,교양,창의적사고와코딩(마이스터경영(야간))(강의실),2,김병철,"화20,21(자연207)"
,교양,창의적사고와코딩(커뮤니케이션디자인과)(강의실),2,서응교,"월5,6,7,8(사범104)"
,교양,창의적사고와코딩(커뮤니케이션디자인과)(강의실),2,우수영,"월5,6,7,8(자연207)"
,교양,창의적사고와코딩(무용과)(강의실),2,우수영,"월11,12,13,14(사범104)"
,교양,창의적사고와코딩(패션산업디자인과)(강의실),2,서응교,"월11,12,13,14(자연207)"
,교양,창의적사고와코딩(공연영화학부)(강의실),2,이상화,"목5,6,7,8(사범104)"
,교양,창의적사고와코딩(공연영화학부)(강의실),2,장영범,"목5,6,7,8(자연207)"
,교양,창의적사고와코딩(도예과)(강의실),2,장영범,"목11,12,13,14(자연207)"
,교양,"창의적사고와코딩(사범대학(한문,특수,체육))(강의실)",2,양필규,"화5,6,7,8(사범104)"
,교양,"창의적사고와코딩(사범대학(한문,특수,체육))(강의실)",2,우수영,"화5,6,7,8(자연207)"
,교양,"창의적사고와코딩(사범대학(한문,특수,체육))(강의실)",2,양필규,"화11,12,13,14(자연207)"
,교양,창의적사고와코딩(국제경영학전공)(강의실),2,이상화,"목11,12,13,14(사범104)"
,교양,창의적사고와코딩(외국인유학생전용)(강의실),2,우수영,"화11,12,13,14(사범104)"
,교양,청소년교육론,3,김정혜,"금1,2,3,4,5,6(사범401)"
,교양,체육교과논리및논술,2,권민혁,"수1,2,3,4(체육B103)"
,교양,춤과전통문화,2,정수진,"월11,12,13,14(무용B104)"
,교양,"취업전략과사회진출(1,2학년 수강제한)",2,전은실,"목11,12,13,14(인문209)"
,교양,"취업전략과사회진출(1,2학년 수강제한)",2,전은실,"목15,16,17,18(인문209)"
,교양,"취업전략과사회진출(1,2학년 수강제한)",2,전은실,"수11,12,13,14(인문209)"
,교양,"취업전략과사회진출(1,2학년 수강제한)",2,전은실,"수15,16,17,18(인문209)"
,교양,취업직무적성검사이해,2,고희정,"수11,12,13,14(사범206)"
,교양,취업직무적성검사이해,2,김미나,"화11,12,13,14(사범208)"
,교양,커뮤니케이션기법(화상),2,심영섭,"목11,12,13,14(사회215(화상))"
,교양,콘텐츠디자인코어,2,변민주,"수5,6,7,8(상경103)"
,교양,클래식음악의이해(음대생 수강제한),3,최윤아,"화3,4,5,6,7,8(서관B102)"
,교양,텍스트로읽는동아시아갈등,3,구경남,"화7,8,9,10,11,12(서관B103)"
,교양,토익라이팅(원어),2,스튜어트존스,"목1,2,3,4(상경507)"
,교양,토익라이팅(원어),2,찰스코퍼랜드,"금1,2,3,4(인문421)"
,교양,토익리딩2,2,조혜선,"금5,6,7,8(상경418)"
,교양,토익리스닝2,2,조혜선,"화11,12,13,14(사범201)"
,교양,토익스피킹(원어),2,찰스코퍼랜드,"월1,2,3,4(인문101)"
,교양,토익스피킹(원어),2,찰스코퍼랜드,"화1,2,3,4(인문101)"
,교양,특수교육학개론(비사계 교직),2,김혜진,"화5,6,7,8(사범403)"
,교양,특수교육학개론(사범대학 전용),2,박원희,"월1,2,3,4(사범313)"
,교양,특수교육학개론(사범대학 전용),2,김혜진,"화9,10,11,12(사범313)"
,교양,평생교육경영론,3,이미진,"월13,14,15,16,17,18(사범401)"
,교양,평생교육론(사이버),3,한상길,"수19,20,21(사범313)"
,교양,평생교육방법론,3,조윤진,"목19,20,21(사범401)"
,교양,평생교육실습,3,한상길,"월19,20,21(사범307)"
,교양,평생교육프로그램개발론,3,김정민,"화3,4,5,6,7,8(사범309)"
,교양,포르투갈어초급,3,박원복,"월11,12,13,14,15,16(사범201)"
,교양,프랑스어초급,3,김현주,"월13,14,15,16,17,18(상경417)"
,교양,피아노반주입문,2,주성희,"목5,6,7,8(서관B102)"
,교양,한국과세계소통의역사(건축대학),2,엄기표,"금11,12,13,14(인문209)"
,교양,"한국과세계소통의역사(건축대학,전자전기,소프트,응컴)(사이버)",2,이정주,"금19,20(인문211)"
,교양,"한국과세계소통의역사(전자전기,소프트,응컴)",2,이정주,"금11,12,13,14(사범309)"
,교양,"한국과세계소통의역사(전자전기,소프트,응컴)",2,박성순,"금11,12,13,14(상경103)"
,교양,"한국과세계소통의역사(전자전기,소프트,응컴)",2,양지선,"금11,12,13,14(인문419)"
,교양,"한국과세계소통의역사(전자전기,소프트,응컴)",2,김철웅,"금11,12,13,14(인문106)"
,교양,한국과세계소통의역사(법과대학),2,이정주,"수15,16,17,18(인문419)"
,교양,"한국과세계소통의역사(법과대학,문과대학)(사이버)",2,엄기표,"수19,20(인문211)"
,교양,한국과세계소통의역사(문과대학),2,박성순,"수15,16,17,18(사범311)"
,교양,한국과세계소통의역사(문과대학),2,이재령,"수15,16,17,18(사범310)"
,교양,한국과세계소통의역사(문과대학),2,김철웅,"수15,16,17,18(상경103)"
,교양,한국과세계소통의역사(사회과학대학),2,이정주,"수11,12,13,14(사범311)"
,교양,한국과세계소통의역사(사회과학대학),2,박성순,"수11,12,13,14(사범310)"
,교양,한국과세계소통의역사(사회과학대학),2,이재령,"수11,12,13,14(인문106)"
,교양,한국과세계소통의역사(사회과학대학),2,김철웅,"수11,12,13,14(인문419)"
,교양,한국과세계소통의역사(사회과학대학),2,구경남,"수11,12,13,14(상경103)"
,교양,"한국과세계소통의역사(사회과학대학,음악대학)(사이버)",2,이정주,"목19,20(인문211)"
,교양,한국과세계소통의역사(음악대학),2,구경남,"금11,12,13,14(사범201)"
,교양,한국과세계소통의역사(외국인유학생전용),2,양지선,"금5,6,7,8(인문106)"
,교양,한국근현대사의이해,3,구경남,"월13,14,15,16,17,18(상경309)"
,교양,한국근현대전환기의쟁점,3,김학준,"목11,12,13,14,15,16(사회B108)"
,교양,한국문화와소통2(외국인 유학생 전용),2,유소영,
,교양,한국문화와소통4(외국인 유학생 전용),2,유소영,
,교양,한국문화의미,3,김지원,"화13,14,15,16,17,18(사범310)"
,교양,한국미술사의이해,3,임두빈,"월15,16,17,18,19(사범205)"
,교양,한국어와한국문학(외국인 유학생 전용),3,유소영,"화19,20,21(국제307)"
,교양,한국영화산업의이해,2,박경필,"월17,18,19(인문106)"
,교양,한국의외교와전쟁사(사학과 수강제한),3,김철웅,"화9,10,11,12,13,14(인문209)"
,교양,한국지성사의이해,2,김철웅,"목5,6,7,8(사범207)"
,교양,한국현대시의이해,3,임수경,"목13,14,15,16,17,18(사범307)"
,교양,한민족한문화의이해,2,오대양,"목1,2,3,4(상경401)"
,교양,한시의이해,3,윤재환,"수3,4,5,6,7,8(사범310)"
,교양,한의학과건강생활,2,최승훈,"월13,14,15,16(사범208)"
,교양,한자와중국문화(사이버),2,배은한,"목20,21(사범205)"
,교양,합창의입문,3,손미선,"수11,12,13,14,15,16(서관B102)"
,교양,해부학과문화(사이버),3,김명주,"월19,20,21(인문211)"
,교양,해설이있는발레,2,박성혜,"수5,6,7,8(사범311)"
,교양,행복이란무엇인가,3,황필홍,"목15,16,17,18,19(사범501)"
,교양,현대사회와법,3,이동희,"목10,11,12,13,14,15(사범208)"
,교양,현대사회와복지,3,정연수,"수13,14,15,16,17,18(사범312)"
,교양,현대사회와정보보호(사이버),3,김태환,"화19,20,21(사범205)"
,교양,현대사회와정의,2,이동희,"월4,5,6,7(사범207)"
,교양,현대음악의이해,3,강은수,"금12,13,14,15,16,17(사범402)"
,교양,현대인의생활법률,2,김용호,"월1,2,3,4(인문106)"
,교양,현대중국의구조,3,이재령,"수3,4,5,6,7,8(인문419)"
,교양,현대중국철학의이해,2,김주창,"목1,2,3,4(상경418)"
,교양,현대한국정치의이해(OCU교류),3,,"토22,23,24"
,교양,협주곡의이해,2,신윤원,"화5,6,7,8(상경103)"
,교양,형법의이해(법학과 수강제한),3,최호진,"화10,11,12,13,14,15(상경103)"
,교양,호흡의순환과인성,2,김난희,"월13,14,15,16(서관B102)"
,교양,화공ㆍ섬유교과교재연구및지도법,3,윤중오,"화19,20,21(3공108)"
,교양,힌두교와인도문화(OCU교류),3,,"토19,20,21"
